,Body Name,IMAGE,Product Tags: Body,Core Body Number,TAG: Body,id
61,The Wide Neck Classic Blouse,1lPupMYRfuHYELlN58mQ_TK%203031%20WIDE%20NECK%20CLASSIC%20BLOUSE.jpg (https://dl.airtable.com/4HvpXVrQAKqapu6obJAQ_1lPupMYRfuHYELlN58mQ_TK%25203031%2520WIDE%2520NECK%2520CLASSIC%2520BLOUSE.jpg),,TK-3031,"Use Day, Use Weekend, Use Work, Sleeve None, Fit Relaxed, Detail Soft, Body Top 3, Length Medium, ",recMrRcuzvsmXBlST
62,The Western Top,pshZLVIsSuSKgcdNEDVm_TK-3051-THE%20WESTERN%20BLOUSE.jpg (https://dl.airtable.com/PSRt1WATzCN8QMLJHJE6_pshZLVIsSuSKgcdNEDVm_TK-3051-THE%2520WESTERN%2520BLOUSE.jpg),,TK-3051,"Use Day, Use Weekend, Use Work, Body Top 3, Length Medium, Fit Relaxed, Detail Soft, Sleeve None, ",recUBKo4BaDyQVAOT
63,The Vneck Tunic,ZIhCS8Y0TqAn3aPY13mC_download.jpg (https://dl.airtable.com/BKR25iITSeL7x97WwhA1_ZIhCS8Y0TqAn3aPY13mC_download.jpg),,TK-3011,"Use Day, Body Top 3, Use Work, Length Medium, Use Weekend, Use Evening, Fit Relaxed, Neck Crew, ",recN5mROM3fQMGplx
64,The Varsity Jacket,Yo8n6tz0Ryuo7DY6r0z3_TK%204006%20The%20Pleated%20Inset%20Varsity%20Jacket%20.jpg (https://dl.airtable.com/EEhQAISNGI90QIMiK0Aw_Yo8n6tz0Ryuo7DY6r0z3_TK%25204006%2520The%2520Pleated%2520Inset%2520Varsity%2520Jacket%2520.jpg),,TK-4003,"Use Day, Use Weekend, Sleeve None, Use Work, Detail Soft, ",recEyu6GNNc5NQoEE
65,The Tuxedo Track Pant,9KSsW8G7TruRCRT3EgfH_Tucker_005_1366.1366x2048.JPG (https://dl.airtable.com/4yzOFl1yT4ed3r57CyV5_9KSsW8G7TruRCRT3EgfH_Tucker_005_1366.1366x2048.JPG),,TK-2004,"Use Day, Use Weekend, Fit Relaxed, Detail Soft, Use Work, Use Evening, Length 3/4, Neck V, ",recN1ILNJIOLGvyyP
66,The Turtleneck Blouse,HCpHcwE6RrSMmIeMrH6C_TK-3026-THE%20TURTLENECK%20BLOUSE.jpg (https://dl.airtable.com/LCRzpJJQRpG6EOkvRYPS_HCpHcwE6RrSMmIeMrH6C_TK-3026-THE%2520TURTLENECK%2520BLOUSE.jpg),,TK-3026,"Use Day, Use Weekend, Use Work, Body Top 3, Sleeve None, ",rec6e6V6HKnaHKii3
67,The Tunic Dress,,,TK-6038,,rectAsfOlIildocsU
68,The Trench Dress,n1RV08wMQfmkcwO9DJy1_Copy%20of%20trench%20dress.jpg (https://dl.airtable.com/ea7HE8hwSXigrhRKjFkS_n1RV08wMQfmkcwO9DJy1_Copy%2520of%2520trench%2520dress.jpg),,TK-6016,"Body Dress 6, Fit Tailored, Use Day, Use Evening, Use Weekend, Neck V, Length Long, Detail Collar, Detail Cuff Band, Detail Placket, Detail Structured, Detail Waist Elastic, Sleeve Medium",reciYa7kOa0zSgxG4
69,The Trench Coat,,,TK-4004,,rec8rovXBZumdLytN
70,The Tie Neck Party Dress,yb49uutOS0O4tWOdeBqa_Screen%20Shot%202017-07-27%20at%201.46.44%20PM.png (https://dl.airtable.com/eaSRRQ0LRTW8C6jt957H_yb49uutOS0O4tWOdeBqa_Screen%2520Shot%25202017-07-27%2520at%25201.46.44%2520PM.png),,TK-6056,"Use Day, Use Weekend, Use Work, Detail Soft, Body Top 3, Fit Relaxed, Sleeve None, Length Medium, ",recuIJrKoYGELOnmL
71,The Tie Neck Party Blouse,9MkWtQJTayemOTGls7p7_TK-3045-THE%20TIE%20NECK%20PARTY%20BLOUSE.jpg (https://dl.airtable.com/Lu1dW9jSnGB1O3xBFYws_9MkWtQJTayemOTGls7p7_TK-3045-THE%2520TIE%2520NECK%2520PARTY%2520BLOUSE.jpg),,TK-3045,"Use Day, Use Work, Detail Soft, Use Weekend, Fit Relaxed, ",recDePW6kUbIKAvr9
72,The Tie Front Shift Dress,tr9lmdLvQ2yFuVEarDHq_TK%206059%20TIE%20FRONT%20SHIFT.jpg (https://dl.airtable.com/EpFKyTUQVKDcajnhLfEe_tr9lmdLvQ2yFuVEarDHq_TK%25206059%2520TIE%2520FRONT%2520SHIFT.jpg),,TK-6059,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recTrtwyiJeQEDskl
73,The Tie Front Blouse,504r15t7SgaWIYUsXckl_TK-3006-THE%20TIE%20FRONT%20BLOUSE.jpg (https://dl.airtable.com/GqQNmcJ4T02wQkfGU0hO_504r15t7SgaWIYUsXckl_TK-3006-THE%2520TIE%2520FRONT%2520BLOUSE.jpg),,TK-3006,"Body Top 3, Fit Relaxed, Use Day, Use Work, Use Weekend, Length Medium, Detail Cuff Band, Detail Soft, Sleeve Long, Neck Low Cut, Length 3/4",reczKFHFM7vAI7jd8
74,The Tea Length Tunic,xbf68D8oSZuCletOkACO_Screen%20Shot%202017-06-22%20at%205.20.14%20PM.png (https://dl.airtable.com/HhpnTOITMKTuGGwTO1Yt_xbf68D8oSZuCletOkACO_Screen%2520Shot%25202017-06-22%2520at%25205.20.14%2520PM.png),,TK-6011,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recvnSs01os1XSSyX
75,The Tassel Dress,aWGU6kk9TQyRkBC0x7m0_IMG_2571.jpg (https://dl.airtable.com/YsjGwKMwT42Ra9aSJ5vp_aWGU6kk9TQyRkBC0x7m0_IMG_2571.jpg),,TK-6071,"Use Day, Use Weekend, Detail Soft, Fit Relaxed, Use Work, ",recavcO9F6cBdmOrf
76,The Tassel Blouse,WTXxqZTn21nkJczd3XAQ_TK-3009-THE%20TASSLE%20BLOUSE.jpg (https://dl.airtable.com/OSwpoBUuTHSR53ZDceaU_WTXxqZTn21nkJczd3XAQ_TK-3009-THE%2520TASSLE%2520BLOUSE.jpg),,TK-3009,"Body Top 3, Fit Relaxed, Use Day, Use Work, Use Weekend, Neck V, Length Medium, Sleeve 3/4, Detail Cuff Band, Detail Placket, Detail Soft",rec8vZZikAyAM1kFp
77,The Tap Short,TvWZX9kRSqaKcSviPdt2_TK2021%20TAP%20SHORT%20copy.png (https://dl.airtable.com/DpZ5zMqQKueAddreS2MQ_TvWZX9kRSqaKcSviPdt2_TK2021%2520TAP%2520SHORT%2520copy.png),,TK-2021,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rechIlj806o8YceDB
78,The Suspender Dress,,,TK-6041,,recMZNgBABjg45RwP
79,The Spaghetti Strap Jumpsuit,VOJGGUWgTEeiaCowUz2Q_TK%202010%20SPAGHETTI%20STRAP%20JUMPSUIT.jpg (https://dl.airtable.com/Dl99DKfQWaz3xZ902zLS_VOJGGUWgTEeiaCowUz2Q_TK%25202010%2520SPAGHETTI%2520STRAP%2520JUMPSUIT.jpg),,TK-2010,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",reco1z2lQIO1dABSz
80,The Sophia Jumpsuit,acnajXJSkmFSzxMkcGlY_sophia%20jumpsuit.jpg (https://dl.airtable.com/5JaINAf5Q3qcagvhFIs4_acnajXJSkmFSzxMkcGlY_sophia%2520jumpsuit.jpg),,TK-2018,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",rech2pogyV0bMrEMN
81,The Slit Midi Skirt,VSPGcaLhSsCrPqjAmrcA_slit%20midi%20skirt.jpg (https://dl.airtable.com/DPDKFf0QRj2PseGhasAm_VSPGcaLhSsCrPqjAmrcA_slit%2520midi%2520skirt.jpg),,TK-1012,"Body Skirt 1, Fit Relaxed, Use Day, Use Work, Use Evening, Use Weekend, Length Medium, Detail Waist Band",recD6nQrAImFv0tYK
82,The Slit Maxi Skirt,oeYIaTH4SjOn3QvFQ8ka_TK-1008-THE%20SLIT%20MAXI%20SKIRT.jpg (https://dl.airtable.com/gadPOZBTTBylzx9VOSfA_oeYIaTH4SjOn3QvFQ8ka_TK-1008-THE%2520SLIT%2520MAXI%2520SKIRT.jpg),,TK-1008,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recb2msWC6cQxszCE
83,The Slim Fit Button Up,B5Z4IXnDQxzJ3KfVxOez_TK-3000-THE%20SLIM%20FIT%20BLOUSE.jpg (https://dl.airtable.com/dCLmYaT3TeWPVazUkmcE_B5Z4IXnDQxzJ3KfVxOez_TK-3000-THE%2520SLIM%2520FIT%2520BLOUSE.jpg),,TK-3000,"Body Top 3, Fit Tailored, Use Day, Use Evening, Use Weekend, Neck Crew, Length Medium, Sleeve Long, Detail Cuff Band, Detail Collar, Detail Placket, Detail Structured",recFKSnHC66AGeVTC
84,The Sleeveless Turtleneck,XboCcO5SFSYiJh5Ni2BN_SLEEVELESS%20TURTLENECK.jpg (https://dl.airtable.com/1ALTVzYRMac7sGXvZmiR_XboCcO5SFSYiJh5Ni2BN_SLEEVELESS%2520TURTLENECK.jpg),,TK-3040,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",recIPov0NAH8x3hw3
85,The Sleeveless Tie Waist Dress,o7a5iayT5KKEGAeNfmgk_TK-6008-THE%20SLEEVELESS%20WAIST%20TIE%20DRESS.jpg (https://dl.airtable.com/UpTf0vfhTTqO8munbhfn_o7a5iayT5KKEGAeNfmgk_TK-6008-THE%2520SLEEVELESS%2520WAIST%2520TIE%2520DRESS.jpg),,TK-6008,"Body Top 3, Fit Tailored, Use Day, Use Work, Use Weekend, Neck V, Length Medium, Sleeve None, Detail Gathering, Detail Placket, Detail Waist Elastic, Detail Waist Tie/Belt",recBnFm1zxedzCQNQ
86,The Sleeveless Sheath Dress,nfFgfCfjRl2UsBjob77A_sleeveless%20sheath%20dress.jpg (https://dl.airtable.com/BT70DuP0TZynNRKuMTYB_nfFgfCfjRl2UsBjob77A_sleeveless%2520sheath%2520dress.jpg),,TK-6017,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recTGi4jwfEjpm0PH
87,The Sleeveless Petal Dress,,,TK-6004,,recpCqSjBEc1BOsDT
88,The Sleeveless Maxi Dress,m1EYbIGMSIKrDxoGWstd_TK-6015-THE%20CLASSIC%20SLEEVELESS%20MAXI%20DRESS.jpg (https://dl.airtable.com/6UowB4zQqWwRcEEf2gZD_m1EYbIGMSIKrDxoGWstd_TK-6015-THE%2520CLASSIC%2520SLEEVELESS%2520MAXI%2520DRESS.jpg),,TK-6015,"Use Day, Use Work, Use Weekend, Detail Soft, Body Top 3, Fit Relaxed, Length Medium, Detail Placket, ",recmmrnND2YUtm8vC
89,The Sleeveless Henley Top,2FtdqIqvTHmoUvWWrm0y_TK-3019-THE%20SLEEVELESS%20HENLEY%20TOP.jpg (https://dl.airtable.com/M1QYZ68TSnqA7LCe5uB1_2FtdqIqvTHmoUvWWrm0y_TK-3019-THE%2520SLEEVELESS%2520HENLEY%2520TOP.jpg),,TK-3019,"Use Day, Use Work, Use Weekend, Detail Soft, Body Top 3, Fit Relaxed, Sleeve None, Detail Gathering, ",recZyaBiM67tfT2e7
90,The Sleeveless Classic Blouse,SLoeK1xRRegqezPUCGJI_TK-3018-THE%20SLEEVELESS%20CLASSIC%20BLOUSE.jpg (https://dl.airtable.com/J4ANWRPgRwPHnRwUZ8gX_SLoeK1xRRegqezPUCGJI_TK-3018-THE%2520SLEEVELESS%2520CLASSIC%2520BLOUSE.jpg),,TK-3018,"Use Day, Use Work, Detail Soft, Use Weekend, Fit Relaxed, ",rec2yI1u856wqeIGQ
91,The Sleep Shirt,kGmWAiGCQWiPu66ev4wZ_TK3066%20SLEEP%20SHIRT.png (https://dl.airtable.com/rbTUQEewSHefhQfZlz47_kGmWAiGCQWiPu66ev4wZ_TK3066%2520SLEEP%2520SHIRT.png),,TK-3066,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",recjD2xbJJwt7FBj9
92,The Short Sleeve Yoke Blouse,,,TK-3033,,reccVTsQwribF1Z1M
93,The Short Sleeve Polo Blouse,cj2RRM3IS42jX7KhArgg_TK%203030%20SHORT%20SLEEVE%20POLO%20BLOUSE.png (https://dl.airtable.com/vD55tmsTFG0KPib1jGlR_cj2RRM3IS42jX7KhArgg_TK%25203030%2520SHORT%2520SLEEVE%2520POLO%2520BLOUSE.png),,TK-3030,"Body Top 3, Fit Full, Use Day, Use Work, Use Evening, Use Weekend, Length Medium, Sleeve Short, Detail Placket, Neck V, Detail Soft",recaQtHs5QBalTGHU
94,The Short Sleeve Classic Dress,,,TK-6014,,recEkcljuiVYbWth8
95,The Short Shorts,WsyjG4xBSRs3YlJBZaQS_tucker-fuchsia-printed-stretch-silk-high-waisted-shorts-purple-product-1-718779-736527767.jpeg (https://dl.airtable.com/dM8Z9APT6CiZyOhLNsOC_WsyjG4xBSRs3YlJBZaQS_tucker-fuchsia-printed-stretch-silk-high-waisted-shorts-purple-product-1-718779-736527767.jpeg),,TK-2003,,recmT7TEYXFu7bYdL
96,The Short Coat with Patch Pockets,4K7Gd2eSTSedo3JybZO1_TK%204001%20SHORT%20COAT.jpg (https://dl.airtable.com/l7MTdQYT46mY5QUxGGQR_4K7Gd2eSTSedo3JybZO1_TK%25204001%2520SHORT%2520COAT.jpg),,TK-4001,"Use Day, Use Weekend, Sleeve None, Use Work, Detail Soft, Body Top 3, Length Medium, Fit Relaxed, ",recOu0wMksZ7WVLaW
97,The Sheath Dress ,1bQo1msTRGdAgMdSAdwc_sheath%20dress.jpg (https://dl.airtable.com/nlSDVLllTZqdKxnSx2ha_1bQo1msTRGdAgMdSAdwc_sheath%2520dress.jpg),,TK-6057,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",reck7PEVncfwnJRKi
98,The Scoop Back Mini Dress,7GXAbhSOagC3QtR4Gg3w_TK-6030-THE%20SCOOP%20BACK%20DRESS.jpg (https://dl.airtable.com/hmucZbtXRcqtA1ItMHPd_7GXAbhSOagC3QtR4Gg3w_TK-6030-THE%2520SCOOP%2520BACK%2520DRESS.jpg),,TK-6030,"Use Day, Use Weekend, Sleeve None, Use Work, Detail Soft, ",recCU0ra9jdiShDmh
99,The Scoop Back Jumpsuit,lS4sZwTPRZSLsX6izfTM_TK%202007%20SCOOP%20BACK%20JUMPSUIT.jpg (https://dl.airtable.com/islDA408Rf6LhdzAQR75_lS4sZwTPRZSLsX6izfTM_TK%25202007%2520SCOOP%2520BACK%2520JUMPSUIT.jpg),,TK-2007,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recuSZS0C4WQuzwc5
100,The Scoop Back Box Pleat Dress,7tejGqVGQViawywlF1bo_scoop-back-box-pleat-dress.jpg (https://dl.airtable.com/gbSMB0xNT5WPl3O5mkyL_7tejGqVGQViawywlF1bo_scoop-back-box-pleat-dress.jpg),,TK-6061,"Use Day, Use Work, Body Top 3, Use Weekend, Detail Soft, Length Medium, Fit Relaxed, Neck Crew, ",recVTJx03k6E6L9ZC
101,The Samantha Pant,jhpAg1M3RtWygVmI17IG_Screen%20Shot%202018-06-21%20at%204.31.48%20PM.png (https://dl.airtable.com/gyAEvvvQxK9laZ1DMrIg_jhpAg1M3RtWygVmI17IG_Screen%2520Shot%25202018-06-21%2520at%25204.31.48%2520PM.png),,TS-2019,"Use Day, Use Work, Use Weekend, Fit Relaxed, Detail Soft, ",reccAGU8wPbKIZsDN
102,The Sailor Blouse,R8Z9skBXRaDQkMLqwjEA_Capture.JPG (https://dl.airtable.com/uqoBMZbiQTex66SJVSCq_R8Z9skBXRaDQkMLqwjEA_Capture.JPG),,TK-3022,"Use Day, Use Weekend, Fit Relaxed, Detail Soft, Use Work, ",recdGDyycsLkwDF5v
103,The Ruffle Mini Dress,EBH35rrXSKGzDUjS6A80_ruffle%20mini%20dress.jpg (https://dl.airtable.com/x1LP48NCSaCWcofXoL7C_EBH35rrXSKGzDUjS6A80_ruffle%2520mini%2520dress.jpg),,TK-6054,"Use Day, Use Weekend, Use Work, Detail Soft, Body Top 3, ",recIIji9KESXrNTXM
104,The Ruffle Dress,ZAYJuL9ySfSQVd8LqsCk_TK6033-GGT16-SHADOT-2ZZSM_1_1_jpeg_grande.jpg (https://dl.airtable.com/PdAmqIH3TR6CAbPQys0H_ZAYJuL9ySfSQVd8LqsCk_TK6033-GGT16-SHADOT-2ZZSM_1_1_jpeg_grande.jpg),,TK-6033,"Use Day, Body Top 3, Use Work, Detail Soft, Use Weekend, Use Evening, Sleeve None, Length Medium, ",recVTKG2ju4Eyvgll
105,The Ruffle Cami Dress,hcHEDQ0DTIm3X0k88opO_tk6046.JPG (https://dl.airtable.com/oXDQ8tATbC190d8N7Vs5_hcHEDQ0DTIm3X0k88opO_tk6046.JPG),,TK-6046,"Use Day, Fit Relaxed, Use Work, Detail Soft, Use Weekend, ",rec8ffIY45xnq0phm
106,The Ruffle Blouse,G3TGCeFmTkKzRBjTXYot_TK-3057-THE%20LONG%20SLEEVE%20RUFFLE.jpg (https://dl.airtable.com/hAiRjEXTnqLFnSFaFgQE_G3TGCeFmTkKzRBjTXYot_TK-3057-THE%2520LONG%2520SLEEVE%2520RUFFLE.jpg),,TK-3057,"Use Day, Detail Soft, Fit Relaxed, Use Work, Body Top 3, Use Weekend, Length Medium, Detail Gathering, ",recw98Drl5JWS7ZHd
107,The Reversible Tank Tunic,3L0br0kSYK3SyABRYe9g_TK3062%20REVERSIBLE%20TANK.png (https://dl.airtable.com/nBgpn0MaTaiUucVk6TCG_3L0br0kSYK3SyABRYe9g_TK3062%2520REVERSIBLE%2520TANK.png),,TK-3062,"Use Day, Use Weekend, Use Work, Sleeve None, Fit Relaxed, Detail Soft, Body Top 3, Length Medium, ",recSJXIwQsioGX3jm
108,The Reversible Slip Dress,D79FBRrcQ8yGdWcvTqVH_TK6058%20REVERSIBLE%20SLIP%20DRESS.jpg (https://dl.airtable.com/L32YgdeRTOilTCKX4eGM_D79FBRrcQ8yGdWcvTqVH_TK6058%2520REVERSIBLE%2520SLIP%2520DRESS.jpg),,TK-6058,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Body Top 3, Sleeve None, Length Medium, ",recUV3y5K4D91Z2AT
109,The Renaissance Blouse,UFgJJS7tRJ6bbjTIByHH_TK-3049-THE%20RENASSAINCE%20BLOUSE.jpg (https://dl.airtable.com/dInDgfMiTQal15vjbbdg_UFgJJS7tRJ6bbjTIByHH_TK-3049-THE%2520RENASSAINCE%2520BLOUSE.jpg),,TK-3049,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Body Top 3, Length Medium, Detail Gathering, ",recnSeWAaRKaKkewh
110,The Relaxed Button Down,,,TK-3029,,recgeHmZEquHH0HR4
111,The Racerback Bralette,G66E03SrRBuNOQvLRt6P_Screen%20Shot%202017-06-21%20at%201.36.24%20PM.png (https://dl.airtable.com/q6xm6wHgRUOfHhA0iNKi_G66E03SrRBuNOQvLRt6P_Screen%2520Shot%25202017-06-21%2520at%25201.36.24%2520PM.png),,TK-3064,"Use Day, Use Weekend, Detail Soft, Fit Relaxed, Use Work, Sleeve None, Detail Gathering, Body Top 3, ",recXtiGVZHUPV9wmh
112,The Poncho Top,MntHrgEjSqG5pvEgPLUd_tucker-Stripes-Buns-and-Bouquets-The-Poncho-Top-Stripes-Buns-And-Bouquets.jpeg (https://dl.airtable.com/j8gAD4aCR2urRZv7e89A_MntHrgEjSqG5pvEgPLUd_tucker-Stripes-Buns-and-Bouquets-The-Poncho-Top-Stripes-Buns-And-Bouquets.jpeg),,TK-3003,,recRDDDOZnopkZTZk
113,The Polo Combo Blouse,,,TK-3028,,recWu9460dU22IDxC
114,The Pod Dress,,,TK-6027,,recHmRZl0os6siRde
115,The Pod Coat,,,TK-4011,,recB5eCVz28ra9Cau
116,The Pocket Tee,ov0rJ2SdRhmlL9E5YNYk_x8JRrS6CSgjsljVbKjfH_Capture.JPG (https://dl.airtable.com/SeSlu3jQ0ObQOKiqwqpG_ov0rJ2SdRhmlL9E5YNYk_x8JRrS6CSgjsljVbKjfH_Capture.JPG),,TK-3047,"Use Day, Body Top 3, Use Work, Detail Soft, Use Weekend, ",recAnBPpmc813GO4h
117,The Pleated Pants,UJKx1QTPSL27Xg4zId9J_TK-2000-THE%20PLEATED%20PANT.jpg (https://dl.airtable.com/MPlyK4cRSyMjyYOHXJjg_UJKx1QTPSL27Xg4zId9J_TK-2000-THE%2520PLEATED%2520PANT.jpg),,TK-2000,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recXLLAzisxWwbB4h
118,The Pleated Midi Skirt,pvtv0rjDRhSTA2mVW5e2_TK-1002-THE%20PLEATED%20MIDI%20SKIRT.jpg (https://dl.airtable.com/2hkgREHmQLqZqo1NtVv0_pvtv0rjDRhSTA2mVW5e2_TK-1002-THE%2520PLEATED%2520MIDI%2520SKIRT.jpg),,TK-1002,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recFdKN24kPqGePjg
119,The Placket Midi Dress,4YcX3fCXRRaSwrcOgW0B_Screen%20Shot%202017-12-11%20at%205.05.11%20PM.png (https://dl.airtable.com/esFhXkC8QS2RIIsFaKvG_4YcX3fCXRRaSwrcOgW0B_Screen%2520Shot%25202017-12-11%2520at%25205.05.11%2520PM.png),,TK-6039,"Body Dress 6, Fit Tailored, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Detail Placket, Detail Gathering, Detail Soft",reciDPfNEMa4e678M
120,The Pareo,z3zpCmFS6yNC8gAD7kOQ_the%20pareo.png (https://dl.airtable.com/B77Ox0B8T9OukfxNWy58_z3zpCmFS6yNC8gAD7kOQ_the%2520pareo.png),,TK-8004,"Use Day, Use Work, Body Top 3, Use Weekend, Detail Soft, Sleeve None, Length Medium, Neck V, ",recZwW9wRj2xEh1qG
121,The Panel Dress,,,TK-6020,,recsHGTlMi9sSkfnC
122,The Open Sleeve Mini Dress,nkUwROwJT4GHacG5r7ay_Screen%20Shot%202017-06-22%20at%205.25.33%20PM.png (https://dl.airtable.com/rBkOXN9RkiZeiVQbsHcN_nkUwROwJT4GHacG5r7ay_Screen%2520Shot%25202017-06-22%2520at%25205.25.33%2520PM.png),,TK-6028,"Use Work, Use Day, Body Top 3, Detail Soft, Use Weekend, Length Medium, Sleeve None, Neck V, ",recTsY79iS7FWVD7I
123,The One Shoulder Romper,yuOmZmpXSdaD5obKNe39_one%20shoulder%20romper.png (https://dl.airtable.com/RQebOBSOWtDakx4UPaDg_yuOmZmpXSdaD5obKNe39_one%2520shoulder%2520romper.png),,TK-2019,"Use Day, Use Weekend, Sleeve None, Use Work, Detail Soft, Body Top 3, Length Medium, Fit Relaxed, ",recrEsLZHVDdwxWe9
124,The One Shoulder Maxi Dress,Y7WMTto1SCaXjdSZF21E_one-shoulder%20maxi%20dress.png (https://dl.airtable.com/WFum8pYnSNGvvAytudvs_Y7WMTto1SCaXjdSZF21E_one-shoulder%2520maxi%2520dress.png),,TK-6052,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, ",recE6KlNuuCqLtxwi
125,The One Shoulder Dress,KInVnOmUSEmVP7g88zug_TK%206037%20ONE%20SHOULDER%20DRESS.jpg (https://dl.airtable.com/huh4DRJLSwOSN0d8Te0n_KInVnOmUSEmVP7g88zug_TK%25206037%2520ONE%2520SHOULDER%2520DRESS.jpg),,TK-6037,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recnElrEwl2vWII9V
126,The Off The Shoulder Tank Top,AlfIoUXSYG20P30aJeEw_Capturesd.JPG (https://dl.airtable.com/9gxLNCNdTfmWnrIc82wM_AlfIoUXSYG20P30aJeEw_Capturesd.JPG),,TK-3035,"Sleeve None, Use Day, Use Weekend, Detail Soft, Fit Tailored, Use Work, Body Top 3, Length Medium, ",recuGpDBzTZ8E97mM
127,The Off the Shoulder Long Top ,ndWdrEALRce0GQItnwyo_TK-3059-THE%20OFF%20THE%20SHOULDER%20FLOUNCE%20TOP.jpg (https://dl.airtable.com/joeFB6QIRliOfj5i8x56_ndWdrEALRce0GQItnwyo_TK-3059-THE%2520OFF%2520THE%2520SHOULDER%2520FLOUNCE%2520TOP.jpg),,TK-3059,"Use Day, Use Weekend, Fit Relaxed, Use Work, Detail Soft, Detail Gathering, Body Top 3, Sleeve None, ",recxkPgRi1TrvkzmR
128,The Muscle Tee,1EJ1B4dQQDO9oNgZcGtg_TK-3017-THE%20MUSCLE%20TEE.jpg (https://dl.airtable.com/i5eRKX52Txu3P2nEy4a8_1EJ1B4dQQDO9oNgZcGtg_TK-3017-THE%2520MUSCLE%2520TEE.jpg),,TK-3017,"Use Day, Detail Soft, Fit Relaxed, Use Work, Use Weekend, Detail Gathering, Body Top 3, Sleeve None, ",recIstXzdiz88vpqi
129,The Motorcycle Jacket,f8JKsLRDTi1v247qjMSg_TK4007.JPG (https://dl.airtable.com/ABmKpcAFTS8h6bLAR6b4_f8JKsLRDTi1v247qjMSg_TK4007.JPG),,TK-4007,"Use Day, Use Work, Body Top 3, Detail Soft, Length Medium, Use Weekend, Fit Relaxed, Use Evening, ",recXM3NxDHX2mdGtT
130,The Midi Camisole Dress,,,TK-6001,,recW9SQPK9PYCtNeR
131,The Maxi Skirt,9ZbZ8srERZCwU4JsXuBN_TK-1007-THE%20MAXI%20SKIRT.jpg (https://dl.airtable.com/eVPnqUAgSE2fNpw5gBle_9ZbZ8srERZCwU4JsXuBN_TK-1007-THE%2520MAXI%2520SKIRT.jpg),,TK-1007,"Body Skirt 1, Fit Full, Use Day, Use Work, Use Weekend, Use Holiday, Length Long, Detail Waist Elastic",reckP5Ph62VHWj4Aw
132,The Maxi Boxy Top Kit,,,KT-6025,,reczNWftOmYsVe1NP
133,The Market Dress,7wrXPkPiSKvbYh6hpJpw_Screen%20Shot%202018-10-15%20at%206.23.54%20PM.png (https://dl.airtable.com/VVARlnaNTea8KIZLpu4A_7wrXPkPiSKvbYh6hpJpw_Screen%2520Shot%25202018-10-15%2520at%25206.23.54%2520PM.png),,TK-6000,"Body Dress 6, Fit Relaxed, Use Day, Use Work, Use Evening, Use Weekend, Neck V, Length 3/4, Sleeve Medium, Detail Gathering, Detail Waist Elastic, Detail Soft",recSP1CwrKhFpag95
134,The Longsleeve Polo Dress,,,TK-6026,,recVGswREBbOVb7Xc
135,The Long Tie Blouse,3gyc0ytRX6tGokdsRFLy_TK-3024-THE%20LONG%20TIE%20BLOUSE.jpg (https://dl.airtable.com/nIlVZRahTqutcPhk75io_3gyc0ytRX6tGokdsRFLy_TK-3024-THE%2520LONG%2520TIE%2520BLOUSE.jpg),,TK-3024,"Body Top 3, Fit Full, Use Day, Use Evening, Use Occasion, Use Holiday, Use Work, Neck Crew, Sleeve 3/4, Detail Cuff Elastic, Detail Soft, Detail Placket",recskR7vKbZs2u6cX
136,The Long Sleeve Tee,ZweQCJEjTWqk5khiMfT0_long%20sleeve%20tee.jpg (https://dl.airtable.com/FgVuWlaQA6yqjDOaRJGR_ZweQCJEjTWqk5khiMfT0_long%2520sleeve%2520tee.jpg),,TK-3053,"Use Day, Use Weekend, Use Work, Fit Relaxed, Detail Soft, Sleeve None, Detail Gathering, Body Top 3, ",recPxiBSQLurm2Hdo
